bib_file	title	year	status	similarity	crossref_title	crossref_year	crossref_doi	note
bib/entries/arxiv_1911_07883.bib	Vision-Language Navigation with Self-Supervised Auxiliary Reasoning Tasks	2019	year_diff	1.000	Vision-Language Navigation With Self-Supervised Auxiliary Reasoning Tasks	2020	10.1109/cvpr42600.2020.01003	bib=2019 crossref=2020
bib/entries/arxiv_1907_05446.bib	General Evaluation for Instruction Conditioned Navigation using Dynamic Time Warping	2019	title_mismatch	0.642	Self-Evaluation Thai Handwriting Program Using Dynamic Time Warping	2018	10.1166/asl.2018.11745	bib=General Evaluation for Instruction Conditioned Navigation using Dynamic Time Warping crossref=Self-Evaluation Thai Handwriting Program Using Dynamic Time Warping
bib/entries/arxiv_1911_00357.bib	DD-PPO: Learning Near-Perfect PointGoal Navigators from 2.5 Billion Frames	2019	title_mismatch	0.536	Learning Decentralized Multi-Robot PointGoal Navigation	2025	10.1109/lra.2025.3550798	bib=DD-PPO: Learning Near-Perfect PointGoal Navigators from 2.5 Billion Frames crossref=Learning Decentralized Multi-Robot PointGoal Navigation
bib/entries/arxiv_1910_11301.bib	Cross-Lingual Vision-Language Navigation	2019	title_mismatch	0.611	cViL: Cross-Lingual Training of Vision-Language Models using Knowledge Distillation	2022	10.1109/icpr56361.2022.9956259	bib=Cross-Lingual Vision-Language Navigation crossref=cViL: Cross-Lingual Training of Vision-Language Models using Knowledge Distillation
bib/entries/arxiv_1908_03409.bib	Transferable Representation Learning in Vision-and-Language Navigation	2019	ok	1.000	Transferable Representation Learning in Vision-and-Language Navigation	2019	10.1109/iccv.2019.00750	
bib/entries/arxiv_1905_13358.bib	Multi-modal Discriminative Model for Vision-and-Language Navigation	2019	ok	1.000	Multi-modal Discriminative Model for Vision-and-Language Navigation	2019	10.18653/v1/w19-1605	
bib/entries/arxiv_1905_12255.bib	Stay on the Path: Instruction Fidelity in Vision-and-Language Navigation	2019	ok	1.000	Stay on the Path: Instruction Fidelity in Vision-and-Language Navigation	2019	10.18653/v1/p19-1181	
bib/entries/arxiv_1809_00786.bib	Mapping Instructions to Actions in 3D Environments with Visual Goal Prediction	2018	ok	1.000	Mapping Instructions to Actions in 3D Environments with Visual Goal Prediction	2018	10.18653/v1/d18-1287	
bib/entries/arxiv_1711_07280.bib	Vision-and-Language Navigation: Interpreting visually-grounded navigation instructions in real environments	2017	author_mismatch	1.000	Vision-and-Language Navigation: Interpreting Visually-Grounded Navigation Instructions in Real Environments	2018	10.1109/cvpr.2018.00387	bib=['Peter Anderson', 'Qi Wu', 'Damien Teney', 'Jake Bruce', 'Mark Johnson', 'Niko Sünderhauf', 'Ian Reid', 'Stephen Gould', 'Anton van den Hengel'] crossref=['Peter Anderson', 'Qi Wu', 'Damien Teney', 'Jake Bruce', 'Mark Johnson', 'Niko Sunderhauf', 'Ian Reid', 'Stephen Gould', 'Anton van den Hengel']
bib/entries/arxiv_2603_17670.bib	AgentVLN: Towards Agentic Vision-and-Language Navigation	2026	title_mismatch	0.760	ULN: Towards Underspecified Vision-and-Language Navigation	2022	10.18653/v1/2022.emnlp-main.429	bib=AgentVLN: Towards Agentic Vision-and-Language Navigation crossref=ULN: Towards Underspecified Vision-and-Language Navigation
bib/entries/arxiv_2603_13133.bib	DecoVLN: Decoupling Observation, Reasoning, and Correction for Vision-and-Language Navigation	2026	title_mismatch	0.626	Hierarchical Spatial Proximity Reasoning for Vision-and-Language Navigation	2024	10.1109/lra.2024.3477129	bib=DecoVLN: Decoupling Observation, Reasoning, and Correction for Vision-and-Language Navigation crossref=Hierarchical Spatial Proximity Reasoning for Vision-and-Language Navigation
bib/entries/arxiv_2603_09740.bib	Let's Reward Step-by-Step: Step-Aware Contrastive Alignment for Vision-Language Navigation in Continuous Environments	2026	title_mismatch	0.678	Constraint-Aware Zero-Shot Vision-Language Navigation in Continuous Environments	2025	10.1109/tpami.2025.3594204	bib=Let's Reward Step-by-Step: Step-Aware Contrastive Alignment for Vision-Language Navigation in Continuous Environments crossref=Constraint-Aware Zero-Shot Vision-Language Navigation in Continuous Environments
bib/entries/arxiv_2603_07080.bib	VLN-Cache: Enabling Token Caching for VLN Models with Visual/Semantic Dynamics Awareness	2026	title_mismatch	0.411	Bridging the visual semantic gap in VLN via semantically richer instructions	None	10.7764/tesisuc/ing/64414	bib=VLN-Cache: Enabling Token Caching for VLN Models with Visual/Semantic Dynamics Awareness crossref=Bridging the visual semantic gap in VLN via semantically richer instructions
bib/entries/arxiv_2603_09163.bib	Span-Nav: Generalized Spatial Awareness for Versatile Vision-Language Navigation	2026	title_mismatch	0.500	STEP-Nav: Spatial-Temporal Efficient Visual Token Pruning for Vision-and-Language Navigation with Large Language Models	2026	10.1609/aaai.v40i29.39588	bib=Span-Nav: Generalized Spatial Awareness for Versatile Vision-Language Navigation crossref=STEP-Nav: Spatial-Temporal Efficient Visual Token Pruning for Vision-and-Language Navigation with Large Language Models
bib/entries/arxiv_2603_07181.bib	FreeFly-Thinking : Aligning Chain-of-Thought Reasoning with Continuous UAV Navigation	2026	title_mismatch	0.571	Chain-of-Thought Reasoning Without Prompting	2024	10.52202/079017-2123	bib=FreeFly-Thinking : Aligning Chain-of-Thought Reasoning with Continuous UAV Navigation crossref=Chain-of-Thought Reasoning Without Prompting
bib/entries/arxiv_2603_03739.bib	Prospect: Unified Streaming Vision-Language Navigation via Semantic-Spatial Fusion and Latent Predictive Representation	2026	title_mismatch	0.542	Vision-and-Language Navigation via Latent Semantic Alignment Learning	2024	10.1109/tmm.2024.3358112	bib=Prospect: Unified Streaming Vision-Language Navigation via Semantic-Spatial Fusion and Latent Predictive Representation crossref=Vision-and-Language Navigation via Latent Semantic Alignment Learning
bib/entries/arxiv_2603_00507.bib	Optimal-Horizon Social Robot Navigation in Heterogeneous Crowds	2026	title_mismatch	0.637	SG-LSTM: Social Group LSTM for Robot Navigation Through Dense Crowds	2023	10.1109/iros55552.2023.10341954	bib=Optimal-Horizon Social Robot Navigation in Heterogeneous Crowds crossref=SG-LSTM: Social Group LSTM for Robot Navigation Through Dense Crowds
bib/entries/arxiv_2602_20055.bib	To Move or Not to Move: Constraint-based Planning Enables Zero-Shot Generalization for Interactive Navigation	2026	title_mismatch	0.537	Where to Move Next: Zero-shot Generalization of LLMs for Next POI Recommendation	2024	10.1109/cai59869.2024.00277	bib=To Move or Not to Move: Constraint-based Planning Enables Zero-Shot Generalization for Interactive Navigation crossref=Where to Move Next: Zero-shot Generalization of LLMs for Next POI Recommendation
bib/entries/arxiv_2602_07629.bib	LCLA: Language-Conditioned Latent Alignment for Vision-Language Navigation	2026	title_mismatch	0.723	Language-Conditioned Waypoint Predictor for Continuous Vision-and-Language Navigation	2025	10.1109/icme59968.2025.11209085	bib=LCLA: Language-Conditioned Latent Alignment for Vision-Language Navigation crossref=Language-Conditioned Waypoint Predictor for Continuous Vision-and-Language Navigation
